,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
643,Nhập Môn Ẩm Thực Nhật Sushi và Xiên Nướng,https://salt.tikicdn.com/cache/280x280/ts/product/fa/3d/92/e51be62697967d8cc06441e319579235.jpg,Nấu ăn,Laure Kié,"Nhập Môn Ẩm Thực Nhật Sushi và Xiên Nướng Cùng với mì Ramen, Sushi được xem là biểu tượng của đất nước mặt trời mọc và chế biến sushi gần như là một môn nghệ thuật tại Nhật Bản. Cần ít nhất 10 năm đ...",92820,AZ Việt Nam,2019-01-01 14:01:50,,Bìa mềm,143,Nhà Xuất Bản Thế Giới,Hồng Nhung “Bake.It.Glamorous”,,,
644,Các Món Ăn Thông Dụng Dễ Làm (2016),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img288.u547.d20160712.t145431.jpg,Nấu ăn,Vân Anh (biên soạn),Các Món Ăn Thông Dụng Dễ Làm Nấu ăn không chỉ là nghệ thuật mà còn là phương thức bày tỏ sự quan tâm chăm sóc đến những người yêu thương gần gũi. Chẳng gì vui hơn khi bạn tìm thấy một món ăn thú vị n...,29400,Huy Hoàng Bookstore,2016-03-30 00:00:00,11 x 18 cm ,Bìa mềm,175,,,,,
645,Những Món Ăn Chế Biến Từ Cá (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/38/62/6d/0709ee505a60aacfd9810ee0ad04f123.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,"Cuốn sách giới thiệu công thức chế biến những món ăn ngon miệng, hấp dẫn, đảm bảo dinh dưỡng:   Cá chim hấp gừng   Cá hấp ống tre   Cá bạc má hầm khổ qua   Cá hố kho sườn   Cá thu nướng tỏ...",39000,Cty Văn Hóa Việt Thư,,,,,Nhà Xuất Bản Hồng Đức,,,,
646,Các Món Canh Ngon (Tái Bản),https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cac_mon_canh_ngon_1.jpg,Nấu ăn,Ngọc Hà,Các Món Canh Ngon Cuốn sách này giới thiệu các món ăn sau:   Canh cá rô - cải cúc. Canh cải xoong - thịt nạc. Canh hoa lơ - thịt gà. Canh gà - nấm hương. Canh su hào - sườn lợn. Canh sườn - củ...,15600,Huy Hoàng Bookstore,2007-11-30 00:00:00,11 x 18cm,Bìa mềm,148,,,,,
647,Combo Nhập Môn Ẩm Thực Nhật (2 Cuốn),https://salt.tikicdn.com/cache/280x280/ts/product/9c/b5/88/6188a034b7aa201a40c4c57cad2e2b88.jpg,Nấu ăn,Laure Kié,"Cùng với mì Ramen, Sushi được xem là biểu tượng của đất nước mặt trời mọc và chế biến sushi gần như là một môn nghệ thuật tại Nhật Bản. Cần ít nhất 10 năm để một người có thể trở thành nghệ nhân làm s...",185640,I Love Cookbooks,2019-01-05 00:00:00,17 x 24 cm,Bìa mềm,,Nhà Xuất Bản Thế Giới,,,,
648,"Thực Đơn Một Món Nhanh, Ngon, Tiện Lợi",https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/h/thuc-don-mot-mon.jpg,Nấu ăn,Quỳnh Chi,"Thực Đơn Một Món Nhanh, Ngon, Tiện Lợi Hiện nay kiểu Thực đơn một món rất được ưa chuộng: chỉ một món thay thế cả bữa cơm, đủ chất dinh dưỡng, ngon miệng. Trong cuốn sách này, tác giả tập hợp và giớ...",21450,Công Ty TNHH Văn Hóa Việt Thư,2014-06-25 00:00:00,14.5 x 20.5 cm,Bìa mềm,158,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
649,Món Ngon Từ Khoai Tây,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cac-mon-ngon-tu-khoai-tay-1_copy_.jpg,Nấu ăn,Mỹ Hạnh,"Món Ngon Từ Khoai Tây Quyển sách này chỉ dẫn cách chế biến nhiều món ăn mặn, ngọt  từ khoai tây, một loại củ rất sẵn và có giá trị dinh dưỡng cao. Sách có các phụ bản hình món ăn đẹp, dễ thực hiện....",33000,NXB Phụ Nữ Việt Nam,2013-05-10 00:00:00,14.5 x 20.5 cm,Bìa mềm,120,,,,,
650,30 Phút Cho Từng Món Chay Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/3/0/30phutchotungmonanngon.jpg,Nấu ăn,Tuyết Minh,"30 Phút Cho Từng Món Chay Ngon • Các món ăn thanh đạm, bổ dưỡng, ít cholesterol, lượng vitamin và chất xơ cao, tốt cho hệ tiêu hóa, hệ tim mạch; có thể ngăn ngừa ung thư..., có lợi cho sức khỏe và duy ...",63750,VanLangBooks,2015-08-24 00:00:00,13.5 x 21 cm ,Bìa mềm,192,Nhà Xuất Bản Mỹ Thuật,,,,
651,Sách Em Vào Bếp - Món Ăn Nhẹ - phương nam book,https://salt.tikicdn.com/cache/280x280/ts/product/a5/ba/2f/b623ac8e978c44bf5c7bc48fd5752e8c.jpg,Nấu ăn,Nhiều Tác Giả,    Em Vào Bếp - Món Ăn Nhẹ      Nhà xuất bản : Nhà Xuất Bản Văn Hóa - Văn Nghệ.  Công ty phát hành : Phương Nam Book.  Tác giả : Nhiều Tác Giả.  Kích thước : 22 x 28 cm.  Số trang : 16.  N...,18000,Phương Nam Book,2014-11-07 00:00:00,,Bìa mềm,16,Nhà Xuất Bản Văn Hóa - Văn Nghệ,,,,
652,80 Món Ăn Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img788.u2487.d20160604.t162816.jpg,Nấu ăn,Nguyễn Thị Phụng,"80 Món Ăn Thông Dụng  Cuốn sách 80 Món Ăn Thông Dụng sẽ hướng dẫn các chị em phụ nữ nội trợ những món ăn ngon, giàu dinh dưỡng và dễ làm như: Cách làm nước mắm- Nước mắm- Nước mắm đặc- Nước mắm loãn...",22100,DNTN Văn Hóa Phẩm Xuân Hương,2012-06-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,119,Nhà Xuất Bản Tổng hợp TP.HCM,,,,
653,Món Ăn Bổ Dưỡng Cho Vợ Chồng Trẻ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img005_1.jpg,Nấu ăn,Quỳnh Hương - Kiến Văn,Mục Lục 1- Tôm xốt tỏi 2- Tôm Tươi xào hẹ 3- Tôm chiên rượu 4- Canh đậu hủ tôm tươi 5- Trứng gà xào cà rốt 6- Trứng gà xào hẹ 7- Canh trứng nấu rong biển 8- Hàu chiên trứng 9- Lươn xào cay 1...,20350,Công Ty TNHH Văn Hóa Việt Thư,2011-02-22 00:00:00,14.5x20.5cm,Bìa mềm,62,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
654,Combo 2 Cuốn Sách Nấu Ăn Hấp Dẫn : Siêu Đầu Bếp Tương Lai + Trái Tim Của Chef - Mộc Mạc Nguyên Bản (Tái Bản) (Tặng kèm Bookmark Happy Life),https://salt.tikicdn.com/cache/280x280/ts/product/da/e5/2d/a8d2b7793a193d8f587b9847037074f0.jpg,Nấu ăn,Nhiều Tác Giả,"Combo 2 Cuốn Sách Nấu Ăn Hấp Dẫn : Siêu Đầu Bếp Tương Lai + Trái Tim Của Chef - Mộc Mạc Nguyên Bản (Tái Bản)Đối với những ai có niềm đam mê to lớn với ẩm thực, sách nấu ăn là “bí kíp” không thể thiếu...",236000,I Love Cookbooks,,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,,,
655,Chế Độ Ăn Phòng Ngừa Và Điều Trị Bệnh Đái Tháo Đường,https://salt.tikicdn.com/cache/280x280/ts/product/ca/5c/19/d0fcb818dc5ae332679ceab8037c511d.jpg,Nấu ăn,TS BS Nguyễn Thị Minh Kiều,"Bệnh đái tháo đường, còn gọi là Bệnh tiểu đường, là một bệnh do rối loạn chuyển hóa cacbonhydrat khi hoóc môn insulin của tụy bị thiếu hay giảm tác động trong cơ thể, biểu hiện bằng mức đường trong má...",47560,Cty Văn Hóa Việt Thư,,,,,Nhà Xuất Bản Hồng Đức,,,,
656,Ăn Chay Trong Yoga - Tái Tạo Nguồn Năng Lượng Tích Cực,https://salt.tikicdn.com/cache/280x280/ts/product/9a/0a/3a/cd06d33266c49ca6cec924d8b69e8d54.jpg,Nấu ăn,"Thúy Oanh,Thanh Nguyên","Ăn Chay Trong Yoga - Tái Tạo Nguồn Năng Lượng Tích CựcYoga ngày nay đâu đâu cũng thấy, mọi người đổ xô tập Yoga như đeo một món đồ thời trang lên người, chỉ có những ai hiểu được lợi ích thật sự của ...",102000,NXB Phụ Nữ Việt Nam,2019-01-04 00:00:00,15.5x23.5 cm,Bìa mềm,208,Nhà Xuất Bản Phụ Nữ,,,,
657,Cùng Con Vào Bếp,https://salt.tikicdn.com/cache/280x280/ts/product/f6/4d/91/b14e2995a17614431f95e699fe98ae41.jpg,Nấu ăn,Nguyễn Minh Thư,"Cùng con vào bếp! Cách tốt nhất giúp trẻ học kỹ năng sốngNấu ăn không đơn thuần chỉ là việc nhà, mà nó còn là những bài học về kỹ năng sống, về tình cảm gia đình.Đứng ở góc độ khoa học, khi những đứ...",88000,NXB Phụ Nữ Việt Nam,2018-12-06 00:00:00,13.5 x 20.5 cm,Bìa mềm,,,,,,
658,Món Ăn Gia Đình,https://salt.tikicdn.com/cache/280x280/ts/product/60/95/1e/80dee10fb851a27baf276fdfc2112966.jpg,Nấu ăn,Yanny Đặng,"Tác giả Yanny Đặng (Chuyên gia phát triển thực đơn dinh dưỡng, giáo viên bộ môn Chế biến thực phẩm Nhà Văn hóa Phụ Nữ Tp.HCM) nói về niềm vui khi “trổ tài” làm những món ăn gia đình thơm ngon, hấp dẫn...",39200,NXB Hồng Đức,,,,,,,,,
659,Sách Em Vào Bếp - Tráng Miệng - phương nam book,https://salt.tikicdn.com/cache/280x280/ts/product/c8/8e/40/2375dc5b241c76723069a1c555a83901.jpg,Nấu ăn,Nhiều Tác Giả,    Em Vào Bếp - Tráng Miệng      Nhà xuất bản : Nhà Xuất Bản Văn Hóa - Văn Nghệ.  Công ty phát hành : Phương Nam Book.  Tác giả : Nhiều Tác Giả.  Kích thước : 22 x 28 cm.  Số trang : 16.  ...,18000,Phương Nam Book,2014-11-07 00:00:00,,Bìa mềm,16,Nhà Xuất Bản Văn Hóa - Văn Nghệ,,,,
660,Sách - Thực Đơn- Món Ăn Gia Đình - Đỗ Kim Trung(tái bản),https://salt.tikicdn.com/cache/280x280/ts/product/24/0d/5a/6a4e3701ef2f9f5878094f0ff80fb21f.jpg,Nấu ăn,Đỗ Kim Trung,       Nhà Cung Cấp: Cty Văn Hóa Việt Thư   Tác giả: Đỗ Kim Trung   NXB: NXB Thời Đại   Năm XB: 07-2011   Trọng lượng: 190(gr)   Kích Thước: 20.5 x 14.5   Số trang: 166   Hình thức: Bìa Mềm...,37000,oem,,,Bìa mềm,166,Nhà Xuất Bản Thời Đại,,,,
661,42 Món Nhồi Ngon Miệng Dễ Làm ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/4/2/42-mon-nhoi-ngon-mieng_1.jpg,Nấu ăn,Lâm Phương Vũ,"42 Món Nhồi Ngon Miệng Dễ Làm  Tiếp theo những cuốn sách nấu ăn thành công trên thị trường như Món ngon ngày thường và lễ tết, 30 món ăn sáng ngon miệng dễ làm; bếp trưởng Lâm Phương Vũ tiếp tục giới...",46750,NXB Phụ Nữ Việt Nam,2014-06-27 00:00:00,17 x 20.5 cm,Bìa mềm,88,,,,,
662,Thực Đơn Nấu Ăn Hằng Ngày - Tập 1,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/b/lbzkuaus3g-c.u2751.d20170310.t094013.651986.jpg,Nấu ăn,Đỗ Kim Trung,Thực Đơn Nấu Ăn Hằng Ngày - Tập 1 Thực đơn 1: Tép riu nấu lá me non Cải trời xào tôm Tép riu kho khế Thực đơn 2: Canh chua tôm Bông súng trộn tôm thịt Cá rô bí chiên giòn Thực đơn 3: Sa kê n...,20350,Việt Thư,2011-08-01 00:00:00,"14.5 x 20.5 cm
",,,Nhà Xuất Bản Thời Đại,,,,
663,Sách - Nhập môn ẩm thực Nhật,https://salt.tikicdn.com/cache/280x280/ts/product/45/4a/f6/250acb0f0e64a6e32980c83a153b79e2.jpg,Nấu ăn,Nhiều Tác Giả,       Sushi và Xiên nướng   Tác giả: Laure Kié   Dịch giả: Hồng Nhung “rous”   Bìa mềm   Số trang: 144 trang   Khổ: 17x24 cm   Giá bìa: 119.000đ   Mã ISBN: 978-604-77-6221-7   NXB: Thế gi...,184000,AZ Việt Nam,,,,,Nhà Xuất Bản Thế Giới,,,,
664,365 Món Ngon Gia Đình,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img124_10.jpg,Nấu ăn,Ezcooking Class,"365 Món Ngon Gia Đình Sách giới thiệu những món đa dạng như món mặn, món chay, món canh, món tráng miệng, món chính... với cách thức chế biến phong phú (xào, hấp, luộc...). Thực đơn thiết kế theo tuầ...",96760,NXB Phụ Nữ Việt Nam,2015-06-25 00:00:00,16 x 24 cm ,Bìa mềm,387,Nhà Xuất Bản Phụ Nữ,,,,
665,Kỹ Thuật Bắt Bông Kem,https://salt.tikicdn.com/cache/280x280/ts/product/3d/42/f5/df74740a381bbbc655bec69ef3835690.jpg,Nấu ăn,Hương Bình,Kỹ Thuật Bắt Bông Kem...,69700,Tổng Hợp TPHCM,,,,,,,,,
666,"Các Món Cơm, Xôi Và Bánh Mặn",https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cac-mon-com-xoi-va-banh-man_1.jpg,Nấu ăn,Quỳnh Chi,"Các Món Cơm, Xôi Và Bánh Mặn Cơm hoàng hậu Cơm bách hoa Cơm chiên thịt quay Cơm hải sản Cơm chả cá nướng Cơm cá lạt xào cà ri...",20350,Công Ty TNHH Văn Hóa Việt Thư,2014-09-09 00:00:00,14.5 x 20.5 cm,Bìa mềm,54,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
667,Combo 2 Cuốn: Để Ăn Không Phải Băn Khoăn + Xì Xà Xì Xụp - Tặng kèm bookmark Aha,https://salt.tikicdn.com/cache/280x280/ts/product/f4/4e/c0/13cf710a521a83b3937edab5a1d7c80b.jpg,Nấu ăn,"Helen Lê Hạ Huyền,Nguyễn Bích Hiền","Combo 2 Cuốn: Để Ăn Không Phải Băn Khoăn + Xì Xà Xì Xụp - Tặng kèm bookmark Aha1. Xì Xà Xì XụpLà người Việt, ai lại không mê những món sợi vắn sợi dài nuột nà, nấu với thịt, cá, tôm thơm ngon, với n...",121979,Nhã Nam,,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,,,
668,Món Ăn Chế Biến Từ Thịt Heo,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img004.u335.d20160604.t091141.jpg,Nấu ăn,Nguyễn Trúc Chi,"Món Ăn Chế Biến Từ Thịt Heo Ngoài những món quen thuộc như: giò heo chiên, sườn ram mặn, thịt ba rọi hấp, xíu mại, thịt đông, chân gà rút xương..., cuốn sách còn giới thiệu công thức chế biến của nhi...",22960,DNTN Văn Hóa Phẩm Xuân Hương,2014-12-04 00:00:00,10 x 18 cm,Bìa mềm,142,,,,,
669,Sách - Gỏi & Món Nguội,https://salt.tikicdn.com/cache/280x280/ts/product/b2/9a/56/98d54c787fe7adc530db3223d705e48e.jpg,Nấu ăn,Cẩm Tuyết,       Nhà Cung Cấp: Cty Văn Hóa Việt Thư   Tác giả: Cẩm Tuyết   NXB: NXB Hồng Đức   Năm XB: 2018   Trọng lượng: 150(gr)   Kích Thước: 20.5 x 14.5   Số trang: 64   Hình thức: Bìa Mềm   Giớ...,23100,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
670,30 Món Cơm Lạ Và Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/3/0/30-mon-com-la-va-ngon.jpg,Nấu ăn,Đỗ Kim Trung,"30 Món Cơm Lạ Và Ngon Cuốn sách này sẽ hướng dẫn bạn cách chế biến 30 Món Cơm Lạ Và Ngon. Với sự hướng dẫn một cách cụ thể, tỉ mỉ, hy vọng cuốn sách sẽ giúp các bạn chế biến những món cơm lạ và ngon...",20350,Công Ty TNHH Văn Hóa Việt Thư,2014-04-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
671,Bếp Thời Hiện Đại - 40 Thực Đơn Đổi Bữa,https://salt.tikicdn.com/cache/280x280/media/catalog/product/4/0/40-thuc-don.jpg,Nấu ăn,Triệu Thị Chơi,"Bếp Thời Hiện Đại - 40 Thực Đơn Đổi Bữa Cuốn sách giới thiệu những món ăn đơn giản, chế biến nhanh nhưng vẫn ngon miệng và đảm bảo dinh dưỡng: Cá kỳ lân, tôm chiên tỏi,cá hấp chanh, sake xốt nấm... N...",40000,NXB Phụ Nữ Việt Nam,2014-11-21 00:00:00,14.5 x 20.5 cm,Bìa mềm,211,,,,,
672,"60 Món Ăn Được Ưa Thích - Nghêu, Sò, Lươn, Mực",https://salt.tikicdn.com/cache/280x280/media/catalog/product/0/5/055_3_2.jpg,Nấu ăn,Quỳnh Chi,"  60 Món Ăn Được Ưa Thích - Nghêu, Sò, Lươn, Mực Mục lục: Nghêu hấp hành tây và sảNghêu hấp cayNghêu hấp thơmNghêu xào giá hẹHành tây cuộn nghêu hấpNghêu xào bông hẹ và ớt ngọt....Sò lụa xào bông cải...",20350,Công Ty TNHH Văn Hóa Việt Thư,2011-06-05 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
673,Món Ngon Đãi Khách,https://salt.tikicdn.com/cache/280x280/media/catalog/product/8/9/8935074105882-mon-ngon-dai-khach.u547.d20170112.t111620.173743.jpg,Nấu ăn,Mai Oanh,Món Ngon Đãi Khách Tập sách hướng dẫn cách chế biến các món ăn ngon dùng để đãi khách: - Thịt viên xốt cà -  Bò bóp lá tía tô -  Vịt nấu sa kê -  Thịt heo cuộn tôm -  Cá điêu hồng nấu mẻ -  Mực...,23100,Công Ty TNHH Văn Hóa Việt Thư,2017-01-01 00:00:00,16 x 21 cm ,Bìa mềm,62,Nhà Xuất Bản Hồng Đức,,,,
674,"Gỏi, Salad Và Các Món Khai Vị",https://salt.tikicdn.com/cache/280x280/ts/product/eb/80/b1/79331af2223ea02a2e84e5871c9bdbf4.jpg,Nấu ăn,Cẩm Tuyết,"Gỏi, Salad Và Các Món Khai VịMỤC LỤC:1. Salad rau củ xốt mayonnais2. Salad rau câu măng tây3. Salad Nga4. Salad hải sản5. Salad heo quay6. Salad cà chua cá thu7. Salad tôm hấp tỏi8. Salad tôm...",36000,Công Ty TNHH Văn Hóa Việt Thư,2018-11-23 09:55:19,<p>14.5 x 20.5 cm</p>,Bìa mềm,146,,,,,
675,Món Ngon Miền Nam,https://salt.tikicdn.com/cache/280x280/media/catalog/product/d/s/dsc_0004.u5505.d20170801.t115213.541304.jpg,Nấu ăn,Đỗ Kim Trung,"Món Ngon Miền Nam Cách nấu món ngon Miền Nam với các công thức đậm chất Nam Bộ, cho bữa ăn thêm đậm đà, tròn vị hơn trong mỗi bữa ăn của gia đình. Đối với người Việt, bữa cơm là lúc cả gia đình quây...",36000,Công Ty TNHH Văn Hóa Việt Thư,2017-07-17 00:00:00,16 x 21 cm,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
