,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
698,Từ Điển Toán Học Và Tin Học Anh-Việt,https://salt.tikicdn.com/cache/280x280/ts/product/4d/5b/fd/7c2a8954e93ea37a3600769f6c0078d3.jpg,Nhiều ngôn ngữ,Cuốn Từ điển Toán học và Tin học Anh - Việt này được Ban Từ điển của Nhà xuất bản Khoa học và Kỹ thuật tổ chức biên soạn dựa trên những từ điển giải nghĩa Anh - Anh gần đây nhất và các từ điển chuyên ...,280000.0,,1336.0,Ban Từ điển biên soạn,,,,,Từ Điển Toán Học Và Tin Học Anh-Việt,https://salt.tikicdn.com/cache/280x280/ts/product/4d/5b/fd/7c2a8954e93ea37a3600769f6c0078d3.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,Cuốn Từ điển Toán học và Tin học Anh - Việt này được Ban Từ điển của Nhà xuất bản Khoa học và Kỹ thuật tổ chức biên soạn dựa trên những từ điển giải nghĩa Anh - Anh gần đây nhất và các từ điển chuyên ...,280000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,1336.0,,,,
699,Từ Điển Usborne Vật Lý Minh Họa - Sách Song Ngữ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/9/6/96-001.u5618.d20170923.t150213.647579.jpg,Nhiều ngôn ngữ," Từ Điển Usborne Vật Lý Minh Họa - Sách Song Ngữ  Được thành lập bởi Peter Usborne năm  1973, Usborne hiện là Nhà xuất bản sách thiếu nhi lớn nhất và thành công nhất tại     Anh. Tính đến nay, Nhà xu...",160000.0,17 x 24 cm,251.0,Nhiều Tác Giả,,,,,Từ Điển Usborne Vật Lý Minh Họa - Sách Song Ngữ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/9/6/96-001.u5618.d20170923.t150213.647579.jpg,Nhiều ngôn ngữ,Nhiều Tác Giả," Từ Điển Usborne Vật Lý Minh Họa - Sách Song Ngữ  Được thành lập bởi Peter Usborne năm  1973, Usborne hiện là Nhà xuất bản sách thiếu nhi lớn nhất và thành công nhất tại     Anh. Tính đến nay, Nhà xu...",160000.0,Edibooks,2017-01-01 00:00:00,Bìa mềm,251.0,Nhà Xuất Bản Giáo Dục Việt Nam,17 x 24 cm,"Phạm Văn Thiều, Đặng Văn Sử",
700,"Từ Điển Đức-Việt, Việt-Đức",https://salt.tikicdn.com/cache/280x280/ts/product/58/41/b1/2a29fb39a9c8ec6acfb7abfddb228b64.jpg,Nhiều ngôn ngữ,"Cuốn sách này là công trình được thực hiện trong nhiều năm qua của các tác giả và những người cộng sự. Chúng tôi hy vọng sách sẽ giúp ích cho các độc giả trong việc học và tra cứu tiếng Đức, đồng thời...",158400.0,,,"Vĩnh Quyền, Như Quỳnh",,,,,"Từ Điển Đức-Việt, Việt-Đức",https://salt.tikicdn.com/cache/280x280/ts/product/58/41/b1/2a29fb39a9c8ec6acfb7abfddb228b64.jpg,Nhiều ngôn ngữ,"Vĩnh Quyền, Như Quỳnh","Cuốn sách này là công trình được thực hiện trong nhiều năm qua của các tác giả và những người cộng sự. Chúng tôi hy vọng sách sẽ giúp ích cho các độc giả trong việc học và tra cứu tiếng Đức, đồng thời...",158400.0,Nguyễn Đức Huy,,,,Nhà Xuất Bản Thanh Niên,,,
701,Từ Điển Môi Trường Và Phát Triển Bền Vững Anh Việt Và Việt Anh,https://salt.tikicdn.com/cache/280x280/ts/product/02/43/dd/207fd01a395f6349ee816e4706b3e8df.jpg,Nhiều ngôn ngữ,Từ điển gồm hơn 2500 thuật ngữ tiếng Anh (kèm giải thích) thuộc hai lĩnh vực lớn có liên quan mật thiết với nhau:Khoa học và quản lý môi trường.Phát triển bền vững.Phần đối chiếu Việt - Anh giúp ch...,100000.0,,486.0,Ban Từ điển biên soạn,,,,,Từ Điển Môi Trường Và Phát Triển Bền Vững Anh Việt Và Việt Anh,https://salt.tikicdn.com/cache/280x280/ts/product/02/43/dd/207fd01a395f6349ee816e4706b3e8df.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,Từ điển gồm hơn 2500 thuật ngữ tiếng Anh (kèm giải thích) thuộc hai lĩnh vực lớn có liên quan mật thiết với nhau:Khoa học và quản lý môi trường.Phát triển bền vững.Phần đối chiếu Việt - Anh giúp ch...,100000.0,NXB Khoa Học Kỹ Thuật,,Bìa cứng,486.0,,,,
702,Tự Điển Chữ Nôm Dẫn Giải - Gồm 2 Tập (Tập 1 + Tập 2)(Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/60/58/87/23bd4c4603798713fa6ebb6d29d570c9.jpg,Nhiều ngôn ngữ,"Chữ Nôm là thứ văn tự cổ truyền của dân tộc Việt Nam, được sáng tạo theo hình mẫu chữ Hán. Trải qua nhiều thế kỷ, chữ Nôm đã đồng hành cùng chữ Hán (từ thế kỷ XII) và sau đó cả với chữ Quốc ngữ theo m...",1320000.0,16 x 24 cm,2416.0,Nguyễn Quang Hồng,,,,,Tự Điển Chữ Nôm Dẫn Giải - Gồm 2 Tập (Tập 1 + Tập 2)(Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/60/58/87/23bd4c4603798713fa6ebb6d29d570c9.jpg,Nhiều ngôn ngữ,Nguyễn Quang Hồng,"Chữ Nôm là thứ văn tự cổ truyền của dân tộc Việt Nam, được sáng tạo theo hình mẫu chữ Hán. Trải qua nhiều thế kỷ, chữ Nôm đã đồng hành cùng chữ Hán (từ thế kỷ XII) và sau đó cả với chữ Quốc ngữ theo m...",1320000.0,Tri Thức Trẻ Books,2021-09-01 00:00:00,Bìa cứng,2416.0,Nhà Xuất Bản Khoa Học Xã Hội,16 x 24 cm,Nguyễn Quang Hồng,
703,Từ Điển Cơ Khí Và Công Trình Anh -Việt 40.000 Từ,https://salt.tikicdn.com/cache/280x280/ts/product/6d/e2/8f/d8d08c0cfb8cba68629d52fe8d9e3c3c.jpg,Nhiều ngôn ngữ,"Cuốn từ điển Anh-Việt cơ khí và công trình gồm khoảng 40.000 thuật ngữ thuộc các lĩnh vực cơ khí, máy, công trình giao thông, vận tải, thuỷ lợi, xây dự Trong quá trình biên soạn tác giả cố gắng chọn n...",99000.0,10 x 18 cm,1152.0,Cung Kim Tiến,,,,,Từ Điển Cơ Khí Và Công Trình Anh -Việt 40.000 Từ,https://salt.tikicdn.com/cache/280x280/ts/product/6d/e2/8f/d8d08c0cfb8cba68629d52fe8d9e3c3c.jpg,Nhiều ngôn ngữ,Cung Kim Tiến,"Cuốn từ điển Anh-Việt cơ khí và công trình gồm khoảng 40.000 thuật ngữ thuộc các lĩnh vực cơ khí, máy, công trình giao thông, vận tải, thuỷ lợi, xây dự Trong quá trình biên soạn tác giả cố gắng chọn n...",99000.0,Công ty MTV DV - VH Khang Việt,2020-05-01 00:00:00,Bìa mềm,1152.0,Nhà Xuất Bản Thanh Niên,10 x 18 cm,,
704,Từ Điển Khoa Học Và Kỹ Thuật Tổng Hợp,https://salt.tikicdn.com/cache/280x280/ts/product/f5/13/57/7925ed9b2a463ac6c41756e90ead8593.jpg,Nhiều ngôn ngữ,"Cuốn từ điển có khoảng 120.000 thuật ngữ bao gồm nhiều ngành kỹ thuật, công nghệ và một số ngành liên quan. Những thuật ngữ mượn tiếng nước ngoài đã thông dụng trong tiếng Việt được giữ nguyên, các th...",85000.0,,316.0,Ban Từ điển biên soạn,,,,,Từ Điển Khoa Học Và Kỹ Thuật Tổng Hợp,https://salt.tikicdn.com/cache/280x280/ts/product/f5/13/57/7925ed9b2a463ac6c41756e90ead8593.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,"Cuốn từ điển có khoảng 120.000 thuật ngữ bao gồm nhiều ngành kỹ thuật, công nghệ và một số ngành liên quan. Những thuật ngữ mượn tiếng nước ngoài đã thông dụng trong tiếng Việt được giữ nguyên, các th...",85000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,316.0,,,,
705,Từ Điển Usborne Toán Minh Họa (Dùng Cho Học Sinh THCS),https://salt.tikicdn.com/cache/280x280/media/catalog/product/9/4/94-001.u5618.d20170923.t150137.659108.jpg,Nhiều ngôn ngữ," Từ Điển Usborne Toán Minh Họa (Dùng Cho Học Sinh THCS)  Được thành lập bởi Peter Usborne năm  1973, Usborne hiện là Nhà xuất bản sách thiếu nhi lớn nhất và thành công nhất tại     Anh. Tính đến nay,...",128000.0,17 x 24 cm,270.0,Kirsteen Rogers,,,,,Từ Điển Usborne Toán Minh Họa (Dùng Cho Học Sinh THCS),https://salt.tikicdn.com/cache/280x280/media/catalog/product/9/4/94-001.u5618.d20170923.t150137.659108.jpg,Nhiều ngôn ngữ,Kirsteen Rogers," Từ Điển Usborne Toán Minh Họa (Dùng Cho Học Sinh THCS)  Được thành lập bởi Peter Usborne năm  1973, Usborne hiện là Nhà xuất bản sách thiếu nhi lớn nhất và thành công nhất tại     Anh. Tính đến nay,...",128000.0,Edibooks,2017-01-01 00:00:00,Bìa mềm,270.0,Nhà Xuất Bản Giáo Dục Việt Nam,17 x 24 cm,"Hoàng Phương Thảo, Nguyễn Chí Thành, Nguyễn Huyền Trang",
706,Từ Điển Toán Học Và Tin Học Việt-Anh,https://salt.tikicdn.com/cache/280x280/ts/product/91/d4/84/774e48e10e716a4060781d7fc6d0cf68.jpg,Nhiều ngôn ngữ,Cuốn Từ điển Toán học và Tin học Anh - Việt này được Ban Từ điển của Nhà xuất bản Khoa học và Kỹ thuật tổ chức biên soạn dựa trên những từ điển giải nghĩa Anh - Anh gần đây nhất và các từ điển chuyên ...,195000.0,,864.0,Ban Từ điển biên soạn,,,,,Từ Điển Toán Học Và Tin Học Việt-Anh,https://salt.tikicdn.com/cache/280x280/ts/product/91/d4/84/774e48e10e716a4060781d7fc6d0cf68.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,Cuốn Từ điển Toán học và Tin học Anh - Việt này được Ban Từ điển của Nhà xuất bản Khoa học và Kỹ thuật tổ chức biên soạn dựa trên những từ điển giải nghĩa Anh - Anh gần đây nhất và các từ điển chuyên ...,195000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,864.0,,,,
707,Từ Điển Đông Y (Hán - Việt - Anh),https://salt.tikicdn.com/cache/280x280/ts/product/a6/a5/65/ec243020dd1127da5dfaa51b7856a552.jpg,Nhiều ngôn ngữ,"Nền Y học cổ truyền phương Đông đã trải qua hàng nghìn năm lịch sử đấu tranh với bệnh tật bảo vệ sức khỏe cho nhân dân, ông cha chúng ta đã biết kết hợp dịch lý với thực tiễn phòng trị bệnh, xây dựng ...",229600.0,,,GS BS Trần Văn Kỳ,,,,,Từ Điển Đông Y (Hán - Việt - Anh),https://salt.tikicdn.com/cache/280x280/ts/product/a6/a5/65/ec243020dd1127da5dfaa51b7856a552.jpg,Nhiều ngôn ngữ,GS BS Trần Văn Kỳ,"Nền Y học cổ truyền phương Đông đã trải qua hàng nghìn năm lịch sử đấu tranh với bệnh tật bảo vệ sức khỏe cho nhân dân, ông cha chúng ta đã biết kết hợp dịch lý với thực tiễn phòng trị bệnh, xây dựng ...",229600.0,Cty Văn Hóa Hương Trang,,,,Nhà Xuất Bản Thuận Hóa,,,
708,Tự Học Hán Văn (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/7a/56/07/1aceb1c4a80189ab79dc707b614a5071.jpg,Nhiều ngôn ngữ,"Hán văn có quan hệ mật thiết với ngôn ngữ, học thật nước nhà và là phương tiện tiện tiếp thu văn chương, tư tưởng Trung Quốc. Bởi những lẽ đó, môn Hán văn đã và đang được giảng dạy ở một số trường Đại...",63749.0,17x24,336.0,Nguyễn Khuê,,,,,Tự Học Hán Văn (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/7a/56/07/1aceb1c4a80189ab79dc707b614a5071.jpg,Nhiều ngôn ngữ,Nguyễn Khuê,"Hán văn có quan hệ mật thiết với ngôn ngữ, học thật nước nhà và là phương tiện tiện tiếp thu văn chương, tư tưởng Trung Quốc. Bởi những lẽ đó, môn Hán văn đã và đang được giảng dạy ở một số trường Đại...",63749.0,Nhà Sách Hồng Ân,2020-01-01 00:00:00,Bìa mềm,336.0,Nhà Xuất Bản Đà Nẵng,17x24,,
709,Từ Điển Khoa Học Tổng Hợp Anh - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/84/29/af/f18434e84117543cff0cf3a72dc7510e.jpg,Nhiều ngôn ngữ,"Quyển ""Từ Điển Kỹ Thuật Tổng Hợp Anh - Việt "" bao gồm khoảng 120.000 thuật ngữ về các ngành khoa học kỹ thuật như: y học, sinh vật, toán học, hoá học, vật lý, tin học, kỹ thuật, địa chất, quân sự, hàn...",195000.0,,884.0,Ban Từ điển biên soạn,,,,,Từ Điển Khoa Học Tổng Hợp Anh - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/84/29/af/f18434e84117543cff0cf3a72dc7510e.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,"Quyển ""Từ Điển Kỹ Thuật Tổng Hợp Anh - Việt "" bao gồm khoảng 120.000 thuật ngữ về các ngành khoa học kỹ thuật như: y học, sinh vật, toán học, hoá học, vật lý, tin học, kỹ thuật, địa chất, quân sự, hàn...",195000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,884.0,,,,
710,Từ Điển Cơ Khí Và Máy Xây Dựng Anh - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/1d/a4/88/d86f7a2cb1ff01cbd931b9f2df1f81db.jpg,Nhiều ngôn ngữ,TỪ ĐIỂN CƠ KHÍ VÀ MÁY XÂY DỰNG ANH - VIỆT ENGLISH - VIETNAMESE MECHANICAL AND CONSTRUCTION MACHINE DICTIONARYCuốn từ điển cơ khí và máy xây dựng Anh - Việt gồm khoảng 28000 thuật ngữ thuộc các lĩn...,99000.0,10 x 18 cm,1296.0,Cung Kim Tuyến,,,,,Từ Điển Cơ Khí Và Máy Xây Dựng Anh - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/1d/a4/88/d86f7a2cb1ff01cbd931b9f2df1f81db.jpg,Nhiều ngôn ngữ,Cung Kim Tuyến,TỪ ĐIỂN CƠ KHÍ VÀ MÁY XÂY DỰNG ANH - VIỆT ENGLISH - VIETNAMESE MECHANICAL AND CONSTRUCTION MACHINE DICTIONARYCuốn từ điển cơ khí và máy xây dựng Anh - Việt gồm khoảng 28000 thuật ngữ thuộc các lĩn...,99000.0,Công ty MTV DV - VH Khang Việt,,Bìa mềm,1296.0,Nhà Xuất Bản Thanh Niên,10 x 18 cm,,
711,Từ Điển Hóa Nhuộm Việt - Anh,https://salt.tikicdn.com/cache/280x280/ts/product/b9/53/9d/7d769c73bdbcaccf7a8452dfb82be76c.jpg,Nhiều ngôn ngữ,"Từ Điển Hóa Nhuộm Việt - AnhHiện tại, việc giao dịch trực tiếp bằng tiếng Anh, viết email trao đổi thương mại hay kỹ thuật, viết tóm tắt báo cáo khoa học hoặc công bố kết quả nghiên cứu bằng tiếng An...",200000.0,24 x 16 cm,450.0,PGS. TS. Đặng Trấn Phòng,,,,,Từ Điển Hóa Nhuộm Việt - Anh,https://salt.tikicdn.com/cache/280x280/ts/product/b9/53/9d/7d769c73bdbcaccf7a8452dfb82be76c.jpg,Nhiều ngôn ngữ,PGS. TS. Đặng Trấn Phòng,"Từ Điển Hóa Nhuộm Việt - AnhHiện tại, việc giao dịch trực tiếp bằng tiếng Anh, viết email trao đổi thương mại hay kỹ thuật, viết tóm tắt báo cáo khoa học hoặc công bố kết quả nghiên cứu bằng tiếng An...",200000.0,Trung Tâm Phát Hành Sách Và Văn Hóa Phẩm Khoa Học Và Kỹ Thuật,2017-03-01 00:00:00,Bìa mềm,450.0,Nhà Xuất Bản Khoa học & kỹ thuật,24 x 16 cm,,
712,Từ Điển Bách Khoa Việt Nam - Tập 3,https://salt.tikicdn.com/cache/280x280/ts/product/d4/5c/d0/3b8889a3d1fb64dfad599a0b0ac8fe15.jpg,Nhiều ngôn ngữ,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,19 x 27 cm,878.0,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,,,,,Từ Điển Bách Khoa Việt Nam - Tập 3,https://salt.tikicdn.com/cache/280x280/ts/product/d4/5c/d0/3b8889a3d1fb64dfad599a0b0ac8fe15.jpg,Nhiều ngôn ngữ,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,Nhà Sách Hồng Ân,2019-09-01 00:00:00,Bìa cứng,878.0,,19 x 27 cm,,
713,Từ Điển Cơ Khí Và Máy Xây Dựng Việt Anh,https://salt.tikicdn.com/cache/280x280/ts/product/b8/30/0d/c9fe1cafa7cc2a729b7b85c5f079442b.jpg,Nhiều ngôn ngữ,"Từ Điển Cơ Khí Và Máy Xây Dựng Việt AnhTừ Điển Cơ Khí Và Máy Xây Dựng Việt Anh gồm khoảng 28000 thuật ngữ thuộc các lĩnh vực liên quan đến chi tiết máy, nguyên lý cắt gọt, máy công cụ, cơ khí chế tạo....",79000.0,10 x 18 cm,576.0,Cung Kim Tiến,,,,,Từ Điển Cơ Khí Và Máy Xây Dựng Việt Anh,https://salt.tikicdn.com/cache/280x280/ts/product/b8/30/0d/c9fe1cafa7cc2a729b7b85c5f079442b.jpg,Nhiều ngôn ngữ,Cung Kim Tiến,"Từ Điển Cơ Khí Và Máy Xây Dựng Việt AnhTừ Điển Cơ Khí Và Máy Xây Dựng Việt Anh gồm khoảng 28000 thuật ngữ thuộc các lĩnh vực liên quan đến chi tiết máy, nguyên lý cắt gọt, máy công cụ, cơ khí chế tạo....",79000.0,Công ty MTV DV - VH Khang Việt,2020-03-01 00:00:00,Bìa mềm,576.0,Nhà Xuất Bản Thanh Niên,10 x 18 cm,,
